Step,Normal_Reward_k_0.1,Normal_Reward_k_1,Normal_Reward_k_5,Binomial_Reward_k_0.1,Binomial_Reward_k_1,Binomial_Reward_k_5,Bernoulli_Reward_k_0.1,Bernoulli_Reward_k_1,Bernoulli_Reward_k_5,Normal_Opt_k_0.1,Normal_Opt_k_1,Normal_Opt_k_5,Binomial_Opt_k_0.1,Binomial_Opt_k_1,Binomial_Opt_k_5,Bernoulli_Opt_k_0.1,Bernoulli_Opt_k_1,Bernoulli_Opt_k_5
1663,9.448577385944079,9.622326144451163,9.408943478678527,9.832,9.85,9.738,0.76,0.792,0.588,0.888,1.0,0.924,0.992,0.998,0.974,0.592,0.78,0.276
1664,9.518368208800608,9.560697586767851,9.48661526336501,9.856,9.848,9.694,0.796,0.792,0.586,0.888,1.0,0.942,0.992,0.998,0.95,0.592,0.772,0.298
1665,9.502451920355222,9.580953214556846,9.454331946506985,9.82,9.834,9.68,0.756,0.782,0.552,0.888,1.0,0.94,0.992,0.996,0.958,0.592,0.782,0.244
1666,9.56559138594042,9.522813150082834,9.470278792431994,9.822,9.844,9.79,0.76,0.784,0.586,0.888,0.998,0.94,0.992,0.996,0.976,0.592,0.776,0.282
1667,9.533761466274408,9.50989078156893,9.524395085681743,9.824,9.814,9.754,0.748,0.776,0.58,0.888,0.998,0.928,0.992,0.998,0.958,0.592,0.762,0.25
1668,9.453193883001104,9.6121986857126,9.4534428884534,9.806,9.816,9.744,0.774,0.772,0.594,0.888,0.998,0.92,0.992,0.996,0.944,0.592,0.762,0.27
1669,9.456200130955217,9.650203619464918,9.447028957410087,9.816,9.834,9.732,0.758,0.772,0.564,0.888,0.998,0.926,0.992,1.0,0.966,0.592,0.756,0.25
1670,9.486355629536412,9.6337427613179,9.53041180166466,9.812,9.828,9.784,0.752,0.762,0.606,0.888,1.0,0.932,0.992,1.0,0.966,0.592,0.768,0.26
1671,9.472991221856466,9.593486687200961,9.560800910851642,9.822,9.836,9.794,0.77,0.77,0.58,0.888,1.0,0.936,0.992,1.0,0.968,0.592,0.764,0.284
1672,9.515941417314409,9.574634641670249,9.544156434875571,9.822,9.856,9.72,0.764,0.794,0.578,0.888,1.0,0.93,0.992,0.996,0.956,0.592,0.764,0.234
1673,9.439927270017236,9.51168674309351,9.485317036412946,9.812,9.836,9.748,0.746,0.786,0.582,0.888,1.0,0.954,0.992,0.998,0.97,0.592,0.748,0.276
1674,9.482128286944942,9.57387643989577,9.461954096951265,9.832,9.788,9.77,0.776,0.736,0.586,0.888,1.0,0.962,0.992,1.0,0.962,0.592,0.748,0.248
1675,9.517359225140257,9.631011509448138,9.541239926635985,9.854,9.822,9.802,0.78,0.762,0.576,0.888,1.0,0.968,0.992,0.996,0.974,0.592,0.718,0.262
1676,9.48912295107105,9.580506887564498,9.533698585905846,9.836,9.814,9.772,0.794,0.77,0.55,0.888,1.0,0.954,0.992,0.996,0.956,0.592,0.732,0.292
1677,9.484099725580633,9.489168072335673,9.481765392117792,9.826,9.872,9.786,0.77,0.818,0.572,0.888,0.998,0.948,0.992,1.0,0.964,0.592,0.736,0.294
1678,9.537976728453673,9.462094339648718,9.478678421517879,9.822,9.838,9.744,0.762,0.78,0.578,0.888,1.0,0.948,0.992,1.0,0.954,0.592,0.756,0.286
1679,9.419279268453481,9.519243128986547,9.518059569224311,9.84,9.83,9.79,0.792,0.784,0.584,0.888,0.998,0.948,0.992,0.998,0.978,0.592,0.768,0.288
1680,9.415739190127567,9.605657082526378,9.496880952285801,9.836,9.856,9.782,0.784,0.782,0.588,0.888,1.0,0.944,0.992,1.0,0.954,0.592,0.758,0.298
1681,9.4008875079319,9.630176568726428,9.432070939906252,9.824,9.856,9.762,0.748,0.804,0.56,0.888,1.0,0.92,0.992,1.0,0.966,0.592,0.774,0.27
1682,9.473283711684887,9.519373602765508,9.448848377858397,9.816,9.83,9.792,0.752,0.78,0.606,0.888,1.0,0.934,0.992,0.998,0.964,0.59,0.772,0.274
1683,9.44868362597051,9.59298884688335,9.450437407079393,9.838,9.834,9.776,0.798,0.782,0.588,0.888,0.998,0.944,0.992,0.998,0.946,0.59,0.78,0.276
1684,9.466989694020883,9.54515259607717,9.474851795275363,9.816,9.816,9.762,0.774,0.754,0.614,0.888,0.998,0.934,0.992,0.998,0.956,0.59,0.778,0.3
1685,9.489668178672074,9.601113273794502,9.448850758867849,9.85,9.846,9.754,0.806,0.79,0.592,0.888,0.998,0.942,0.992,0.998,0.96,0.592,0.77,0.3
1686,9.521224360952008,9.565519037915847,9.526411356745106,9.822,9.81,9.762,0.762,0.77,0.554,0.888,0.998,0.938,0.992,0.996,0.96,0.592,0.786,0.228
1687,9.488326391424794,9.565038042332025,9.455975544175946,9.832,9.832,9.696,0.776,0.776,0.596,0.888,0.998,0.95,0.992,0.998,0.95,0.592,0.762,0.276
1688,9.471927921825486,9.4843911961186,9.473102497343573,9.814,9.826,9.798,0.77,0.764,0.578,0.888,1.0,0.954,0.992,0.998,0.978,0.592,0.754,0.258
1689,9.551682704062154,9.457232538630802,9.502264692478223,9.798,9.836,9.748,0.742,0.776,0.572,0.888,1.0,0.936,0.992,0.998,0.966,0.592,0.744,0.22
1690,9.478067360346277,9.560794398420242,9.418382926138875,9.848,9.836,9.786,0.788,0.79,0.586,0.888,1.0,0.938,0.992,1.0,0.976,0.592,0.762,0.274
1691,9.453994082738285,9.598898618460131,9.43272240717244,9.8,9.816,9.802,0.74,0.752,0.55,0.888,1.0,0.92,0.992,1.0,0.974,0.592,0.774,0.254
1692,9.464843270765535,9.594321095379188,9.453363630344983,9.848,9.84,9.79,0.784,0.776,0.554,0.888,1.0,0.932,0.992,1.0,0.97,0.592,0.782,0.262
1693,9.41400673126509,9.627222778893815,9.53737439405411,9.84,9.82,9.806,0.776,0.754,0.564,0.888,0.998,0.944,0.992,1.0,0.968,0.592,0.764,0.272
1694,9.458167124395388,9.609220021800475,9.515047680676618,9.84,9.836,9.808,0.8,0.768,0.584,0.888,1.0,0.946,0.992,0.998,0.972,0.592,0.776,0.294
1695,9.473587084126805,9.648274563848155,9.545922707057443,9.83,9.824,9.77,0.756,0.774,0.582,0.888,1.0,0.944,0.992,0.998,0.958,0.59,0.78,0.28
1696,9.456648396220034,9.52863450429672,9.570051992058373,9.846,9.85,9.794,0.788,0.798,0.57,0.888,1.0,0.94,0.992,1.0,0.966,0.59,0.762,0.274
1697,9.477270606399081,9.579190658544306,9.438654385486059,9.842,9.81,9.768,0.756,0.766,0.572,0.888,1.0,0.916,0.992,1.0,0.968,0.59,0.752,0.294
1698,9.535778620123219,9.571925465028908,9.562832884181667,9.816,9.852,9.712,0.786,0.786,0.588,0.888,0.998,0.93,0.992,0.998,0.964,0.59,0.764,0.318
1699,9.37240676350856,9.592629449354005,9.488488405089065,9.838,9.856,9.788,0.796,0.796,0.586,0.888,1.0,0.944,0.992,1.0,0.972,0.59,0.762,0.308
1700,9.472584731949212,9.617325999666118,9.467735229117945,9.84,9.86,9.706,0.78,0.788,0.526,0.888,0.998,0.948,0.992,0.998,0.964,0.59,0.766,0.244
1701,9.47650372525166,9.529001828558766,9.424031359274517,9.85,9.828,9.754,0.764,0.792,0.564,0.888,0.998,0.948,0.992,0.998,0.964,0.59,0.762,0.274
1702,9.46519054867605,9.587607265799283,9.455030678030672,9.818,9.832,9.77,0.788,0.746,0.578,0.888,1.0,0.926,0.992,1.0,0.966,0.59,0.756,0.27
1703,9.532934715653726,9.608607911933573,9.42265856715335,9.844,9.838,9.786,0.78,0.766,0.586,0.888,0.998,0.944,0.992,0.998,0.982,0.59,0.756,0.268
1704,9.46161295830306,9.577077316435606,9.46413913122609,9.824,9.838,9.786,0.778,0.79,0.558,0.888,1.0,0.942,0.992,0.998,0.98,0.59,0.75,0.238
1705,9.438273243355036,9.512137710221861,9.451005105373628,9.79,9.866,9.784,0.744,0.814,0.584,0.888,1.0,0.93,0.992,0.998,0.97,0.59,0.75,0.288
1706,9.504446812649434,9.591519704175242,9.494280822701516,9.824,9.806,9.81,0.768,0.762,0.59,0.888,1.0,0.96,0.992,0.998,0.974,0.59,0.756,0.26
1707,9.441233005936366,9.566788752839303,9.486056529827929,9.812,9.798,9.782,0.764,0.75,0.562,0.888,1.0,0.948,0.992,0.994,0.98,0.59,0.754,0.248
1708,9.536829527823585,9.552288272023898,9.45293705738958,9.856,9.836,9.814,0.79,0.78,0.582,0.888,0.998,0.924,0.992,0.998,0.968,0.59,0.762,0.29
1709,9.449424873200696,9.563514711823753,9.53743588838008,9.84,9.786,9.81,0.78,0.766,0.564,0.888,1.0,0.934,0.992,0.99,0.972,0.59,0.756,0.248
1710,9.483845095456461,9.555265278918275,9.443243066177656,9.874,9.826,9.796,0.802,0.764,0.624,0.888,1.0,0.928,0.992,0.994,0.97,0.59,0.748,0.272
1711,9.510793526848886,9.524916279056333,9.502587968212726,9.85,9.838,9.826,0.772,0.752,0.624,0.888,0.998,0.924,0.992,0.994,0.98,0.59,0.734,0.292
1712,9.471766632266778,9.523305752224578,9.490045593264693,9.834,9.814,9.806,0.784,0.784,0.592,0.888,1.0,0.934,0.992,0.994,0.978,0.59,0.748,0.276
1713,9.51153059842785,9.598072094996477,9.486124024437943,9.84,9.85,9.804,0.792,0.79,0.624,0.888,1.0,0.934,0.992,0.996,0.978,0.59,0.744,0.284
1714,9.505918514055242,9.649504275595662,9.452631299931825,9.816,9.818,9.782,0.77,0.77,0.582,0.888,0.998,0.93,0.992,0.996,0.962,0.59,0.744,0.3
1715,9.465709723906956,9.534104710410183,9.48632670884632,9.812,9.836,9.774,0.778,0.776,0.584,0.888,0.996,0.942,0.992,0.998,0.96,0.59,0.722,0.264
1716,9.467692231509693,9.558330236865089,9.462267597156472,9.83,9.842,9.794,0.756,0.784,0.57,0.888,1.0,0.93,0.992,0.998,0.972,0.592,0.75,0.262
1717,9.522280690439512,9.624316104854586,9.522545767274277,9.828,9.834,9.788,0.768,0.768,0.572,0.888,0.998,0.952,0.992,1.0,0.968,0.592,0.758,0.298
1718,9.477163202317731,9.539163689283237,9.613097380274441,9.8,9.848,9.794,0.77,0.788,0.552,0.888,1.0,0.95,0.992,1.0,0.96,0.592,0.762,0.306
1719,9.490567217682976,9.54400830193681,9.528370670255889,9.846,9.832,9.79,0.768,0.774,0.568,0.888,1.0,0.964,0.992,1.0,0.978,0.592,0.754,0.26
1720,9.413991494412654,9.568458857943243,9.533885322312127,9.842,9.838,9.734,0.768,0.796,0.588,0.888,0.998,0.96,0.992,0.998,0.96,0.592,0.756,0.29
1721,9.49281479466504,9.551335967010212,9.403952158108963,9.844,9.84,9.756,0.798,0.79,0.57,0.888,0.998,0.96,0.992,1.0,0.968,0.592,0.744,0.288
1722,9.496890487182752,9.50333533722855,9.537131358574173,9.842,9.852,9.79,0.778,0.776,0.602,0.888,1.0,0.95,0.992,1.0,0.968,0.592,0.746,0.264
1723,9.538269272328668,9.50240893384033,9.492062562281207,9.832,9.83,9.78,0.786,0.77,0.552,0.888,0.998,0.936,0.992,1.0,0.974,0.592,0.754,0.29
1724,9.496266527928052,9.465063678595227,9.518604736115437,9.804,9.832,9.798,0.768,0.756,0.562,0.888,1.0,0.938,0.992,0.998,0.966,0.592,0.75,0.21
1725,9.482398452722279,9.485972387092747,9.496784855172903,9.842,9.824,9.774,0.786,0.752,0.51,0.888,0.998,0.944,0.992,0.998,0.954,0.592,0.756,0.208
1726,9.494688533495706,9.524392670000093,9.518966618077446,9.82,9.786,9.754,0.756,0.754,0.546,0.888,0.996,0.938,0.992,0.994,0.964,0.592,0.756,0.284
1727,9.530692338637857,9.543234276638193,9.407626795328815,9.81,9.788,9.774,0.762,0.742,0.562,0.888,0.998,0.95,0.992,0.996,0.956,0.592,0.744,0.24
1728,9.502809710613251,9.570955374379505,9.512870601024737,9.822,9.85,9.744,0.762,0.798,0.54,0.888,1.0,0.944,0.992,0.996,0.962,0.592,0.746,0.248
1729,9.485562981422031,9.530754901464359,9.433005472598532,9.852,9.864,9.814,0.802,0.8,0.578,0.888,1.0,0.956,0.992,0.998,0.974,0.592,0.732,0.336
1730,9.454052685748172,9.542210447914858,9.55689279269876,9.816,9.864,9.836,0.794,0.802,0.556,0.888,1.0,0.954,0.992,1.0,0.976,0.592,0.75,0.242
1731,9.484435579300238,9.575526960802764,9.498279129035927,9.856,9.856,9.8,0.782,0.786,0.574,0.888,0.998,0.946,0.992,1.0,0.976,0.592,0.722,0.28
1732,9.519977473309583,9.649609915056647,9.3882087256878,9.806,9.84,9.806,0.768,0.782,0.584,0.888,0.998,0.948,0.992,1.0,0.96,0.592,0.714,0.258
1733,9.588490436971165,9.574761055561206,9.357223435232697,9.846,9.836,9.79,0.79,0.786,0.602,0.888,0.998,0.938,0.992,0.998,0.966,0.592,0.724,0.298
1734,9.513910834759853,9.54518081550397,9.56201353011892,9.84,9.826,9.79,0.782,0.764,0.562,0.888,1.0,0.948,0.992,0.998,0.972,0.592,0.714,0.27
1735,9.474300512740363,9.556768010605882,9.436331718105283,9.82,9.856,9.8,0.746,0.798,0.62,0.888,1.0,0.952,0.992,0.998,0.98,0.592,0.718,0.302
1736,9.47571066509822,9.583723104928996,9.424102739160558,9.814,9.832,9.812,0.766,0.776,0.602,0.888,1.0,0.93,0.992,0.998,0.976,0.592,0.72,0.294
1737,9.449703714024519,9.54435102731929,9.435788950376196,9.82,9.854,9.826,0.778,0.762,0.59,0.888,1.0,0.916,0.992,0.998,0.992,0.592,0.722,0.25
1738,9.477625866765203,9.550564207902587,9.462849489556984,9.818,9.808,9.812,0.748,0.752,0.6,0.888,1.0,0.948,0.992,0.996,0.97,0.592,0.718,0.278
1739,9.567648996004666,9.587483692144549,9.392709811761513,9.854,9.836,9.744,0.772,0.772,0.582,0.888,1.0,0.912,0.992,1.0,0.962,0.592,0.724,0.274
1740,9.561062645704004,9.533637841505662,9.412610251686882,9.842,9.848,9.768,0.784,0.798,0.602,0.888,0.996,0.93,0.992,1.0,0.952,0.592,0.738,0.262
1741,9.425070995848987,9.559627786251763,9.420936492691677,9.79,9.848,9.798,0.734,0.784,0.606,0.888,0.998,0.932,0.992,0.998,0.976,0.592,0.726,0.244
1742,9.472377921964103,9.654856510216995,9.398130490265354,9.84,9.824,9.794,0.77,0.76,0.576,0.888,0.998,0.948,0.992,0.998,0.976,0.592,0.718,0.272
1743,9.412020050663985,9.535722028778189,9.541133154888348,9.812,9.832,9.778,0.78,0.782,0.558,0.888,0.998,0.958,0.992,0.996,0.972,0.592,0.734,0.23
1744,9.465239404849719,9.573767942166095,9.49603784524043,9.808,9.846,9.824,0.76,0.79,0.598,0.888,0.998,0.934,0.992,0.998,0.974,0.592,0.744,0.282
1745,9.42090675295246,9.635356439890161,9.488647328571469,9.838,9.864,9.822,0.79,0.792,0.538,0.888,0.998,0.938,0.992,0.998,0.976,0.592,0.738,0.264
1746,9.524556707285495,9.50029738441332,9.523255572213728,9.844,9.824,9.842,0.788,0.76,0.598,0.888,0.998,0.964,0.992,0.998,0.968,0.592,0.74,0.25
1747,9.463105228812484,9.539331001905124,9.521457029478919,9.856,9.816,9.802,0.78,0.768,0.568,0.888,0.998,0.936,0.992,0.996,0.968,0.592,0.732,0.286
1748,9.531483684656994,9.59729292645649,9.450287471202342,9.836,9.81,9.784,0.786,0.76,0.566,0.888,0.996,0.944,0.992,0.996,0.968,0.592,0.746,0.296
1749,9.536166295706742,9.632639750692045,9.485737662135243,9.806,9.79,9.814,0.752,0.74,0.558,0.888,0.996,0.934,0.992,0.998,0.98,0.592,0.748,0.27
1750,9.45144505158315,9.505653866575114,9.394636427253701,9.846,9.838,9.762,0.79,0.76,0.578,0.888,0.996,0.936,0.992,1.0,0.972,0.592,0.738,0.282
1751,9.392361439208981,9.588745561674166,9.495010609525082,9.824,9.832,9.794,0.774,0.76,0.544,0.888,0.996,0.916,0.992,0.998,0.972,0.592,0.74,0.262
1752,9.423232689023804,9.597230389040902,9.515417938848119,9.838,9.842,9.806,0.768,0.772,0.592,0.888,0.998,0.932,0.992,0.998,0.976,0.592,0.734,0.268
1753,9.473297022723857,9.552752190708151,9.564192439874024,9.838,9.842,9.792,0.786,0.784,0.582,0.888,0.998,0.924,0.992,0.998,0.962,0.592,0.724,0.282
1754,9.545555735513254,9.603086580895756,9.478015733787636,9.8,9.824,9.83,0.74,0.764,0.622,0.888,0.998,0.944,0.992,1.0,0.972,0.592,0.728,0.242
1755,9.52730594800611,9.544671940954904,9.430930518164134,9.84,9.798,9.786,0.778,0.764,0.548,0.888,0.996,0.936,0.992,0.998,0.968,0.592,0.74,0.296
1756,9.501024855598718,9.627601238267054,9.520217410289236,9.776,9.848,9.772,0.734,0.768,0.596,0.888,0.998,0.944,0.992,0.998,0.972,0.592,0.734,0.218
1757,9.482120941711127,9.657465456357256,9.453001317271328,9.83,9.832,9.804,0.78,0.79,0.562,0.888,1.0,0.946,0.992,1.0,0.97,0.592,0.746,0.276
1758,9.481815798020733,9.604897885065451,9.528731559232943,9.812,9.854,9.776,0.74,0.788,0.568,0.888,1.0,0.962,0.992,1.0,0.956,0.592,0.754,0.26
1759,9.46468748206242,9.546911660439038,9.56645411442921,9.862,9.826,9.822,0.786,0.778,0.552,0.888,1.0,0.952,0.992,0.996,0.978,0.592,0.742,0.258
1760,9.463213920876292,9.506993919129505,9.50801806407686,9.838,9.858,9.776,0.77,0.794,0.612,0.888,1.0,0.952,0.992,1.0,0.972,0.592,0.754,0.234
1761,9.44764906230632,9.591381893110386,9.507770579386072,9.848,9.838,9.798,0.788,0.784,0.598,0.888,1.0,0.964,0.992,0.998,0.972,0.592,0.762,0.288
1762,9.469030869169144,9.593754612717685,9.54807711408465,9.818,9.82,9.738,0.75,0.764,0.574,0.888,1.0,0.958,0.992,0.998,0.958,0.592,0.758,0.298
1763,9.519867494914429,9.609118443221918,9.484840694641742,9.854,9.824,9.784,0.806,0.772,0.576,0.888,1.0,0.958,0.992,1.0,0.956,0.592,0.756,0.24
1764,9.474830022162072,9.541837306490317,9.590251433507751,9.84,9.832,9.76,0.774,0.798,0.578,0.888,1.0,0.97,0.992,0.998,0.964,0.592,0.766,0.266
1765,9.540177050714615,9.49614698724028,9.488139007066989,9.858,9.828,9.762,0.79,0.766,0.554,0.888,0.998,0.948,0.992,0.996,0.966,0.592,0.77,0.26
1766,9.563502583678593,9.594673756831984,9.395938157413235,9.844,9.838,9.688,0.788,0.776,0.6,0.888,1.0,0.954,0.992,0.996,0.968,0.592,0.772,0.274
1767,9.465485531209135,9.570639368473708,9.496050882797238,9.824,9.832,9.786,0.772,0.784,0.576,0.888,1.0,0.936,0.992,1.0,0.978,0.592,0.766,0.28
1768,9.459516300578398,9.54162601277966,9.440007256055514,9.832,9.842,9.736,0.782,0.794,0.604,0.888,1.0,0.94,0.992,1.0,0.966,0.592,0.766,0.274
1769,9.50016317586628,9.636269458179854,9.54674856890274,9.824,9.854,9.762,0.76,0.78,0.58,0.888,0.998,0.934,0.992,0.998,0.96,0.592,0.752,0.306
1770,9.457492112129435,9.54904015796069,9.568977006316185,9.828,9.854,9.816,0.758,0.784,0.584,0.888,1.0,0.968,0.992,0.998,0.978,0.592,0.752,0.256
1771,9.522922241724137,9.587797118334173,9.451612534705612,9.85,9.836,9.75,0.794,0.768,0.576,0.888,0.998,0.962,0.992,0.998,0.97,0.592,0.75,0.278
1772,9.447953402315948,9.563692259445405,9.541567120875857,9.808,9.826,9.818,0.762,0.76,0.598,0.888,0.998,0.942,0.992,0.998,0.97,0.592,0.762,0.258
1773,9.472678503303039,9.502897128970387,9.555959572398022,9.838,9.836,9.78,0.776,0.798,0.57,0.888,0.998,0.96,0.992,1.0,0.97,0.592,0.75,0.274
1774,9.501373418714893,9.51629828181368,9.52023952259068,9.832,9.86,9.808,0.766,0.794,0.572,0.89,1.0,0.96,0.992,1.0,0.974,0.592,0.754,0.292
1775,9.511880524215249,9.652853736026671,9.597078085485707,9.828,9.812,9.738,0.77,0.76,0.604,0.89,1.0,0.964,0.992,1.0,0.95,0.592,0.752,0.264
1776,9.466443058660163,9.581999099907575,9.563045521466446,9.828,9.846,9.796,0.778,0.782,0.598,0.89,1.0,0.962,0.992,0.998,0.966,0.592,0.74,0.282
1777,9.491641401365815,9.5269906377857,9.536965563747856,9.87,9.792,9.722,0.788,0.752,0.584,0.89,1.0,0.97,0.992,0.994,0.952,0.592,0.752,0.296
1778,9.525233894293779,9.548726576707159,9.493490781295565,9.826,9.806,9.756,0.768,0.754,0.576,0.89,0.998,0.94,0.992,0.998,0.968,0.592,0.76,0.284
1779,9.510246162852399,9.511070388642104,9.539324141499435,9.84,9.828,9.67,0.768,0.784,0.602,0.89,0.998,0.952,0.992,0.998,0.956,0.592,0.77,0.26
1780,9.450927297327867,9.625583290062542,9.535976766934056,9.796,9.836,9.74,0.746,0.76,0.594,0.89,0.998,0.944,0.992,1.0,0.97,0.592,0.754,0.3
1781,9.425561424236376,9.59400561838734,9.384940727699343,9.85,9.842,9.786,0.788,0.804,0.572,0.89,1.0,0.942,0.992,1.0,0.97,0.592,0.774,0.276
1782,9.518441537538438,9.569938769854549,9.365413879448784,9.85,9.85,9.756,0.766,0.796,0.57,0.89,1.0,0.95,0.992,1.0,0.968,0.592,0.774,0.28
1783,9.457319852276356,9.53348548050214,9.476484179920174,9.794,9.824,9.714,0.752,0.776,0.566,0.89,0.998,0.962,0.992,1.0,0.952,0.592,0.762,0.256
1784,9.480604931347234,9.579057168275748,9.54974976319195,9.816,9.85,9.686,0.754,0.8,0.582,0.89,1.0,0.956,0.992,1.0,0.968,0.592,0.754,0.284
1785,9.467234314937798,9.553148015791376,9.469772530759482,9.816,9.84,9.784,0.776,0.772,0.592,0.89,1.0,0.966,0.992,1.0,0.966,0.592,0.762,0.286
1786,9.517695809045888,9.55111090847363,9.465347639609853,9.82,9.85,9.736,0.77,0.78,0.52,0.89,1.0,0.958,0.992,1.0,0.97,0.592,0.762,0.264
1787,9.548082853368173,9.598517589255756,9.47993516537698,9.82,9.846,9.776,0.778,0.782,0.592,0.89,0.998,0.96,0.992,1.0,0.974,0.592,0.738,0.29
1788,9.430639176321332,9.548217134207336,9.502463091890855,9.814,9.842,9.748,0.732,0.794,0.6,0.89,1.0,0.976,0.992,1.0,0.972,0.59,0.752,0.27
1789,9.419653556806137,9.631111168844326,9.517977367964727,9.818,9.85,9.682,0.78,0.8,0.56,0.89,1.0,0.954,0.992,0.998,0.966,0.592,0.762,0.268
1790,9.439469930198515,9.475559082468546,9.563127056034299,9.828,9.82,9.752,0.772,0.78,0.572,0.89,1.0,0.944,0.992,0.998,0.972,0.592,0.752,0.29
1791,9.404481073100618,9.502282518688563,9.515780971077012,9.852,9.87,9.714,0.8,0.81,0.564,0.89,1.0,0.946,0.992,1.0,0.96,0.592,0.752,0.248
1792,9.456761891659555,9.536092284383503,9.48988869268255,9.848,9.83,9.804,0.792,0.796,0.59,0.89,0.998,0.954,0.992,1.0,0.966,0.592,0.762,0.318
1793,9.500395566692854,9.530046320353199,9.472169137196698,9.838,9.846,9.754,0.79,0.778,0.59,0.89,0.998,0.954,0.992,1.0,0.958,0.592,0.752,0.27
1794,9.427529247756677,9.573766584298106,9.51147356079675,9.832,9.836,9.72,0.784,0.786,0.572,0.89,1.0,0.94,0.992,1.0,0.966,0.592,0.75,0.28
1795,9.46033388435107,9.561629625364144,9.509629338522592,9.796,9.858,9.728,0.732,0.794,0.602,0.89,1.0,0.946,0.992,1.0,0.972,0.592,0.742,0.286
1796,9.46718432271387,9.544041817424194,9.55235702583289,9.84,9.842,9.758,0.772,0.762,0.584,0.89,1.0,0.962,0.992,1.0,0.96,0.592,0.758,0.25
1797,9.523448530306634,9.555767773982431,9.506124645422457,9.858,9.868,9.8,0.804,0.79,0.598,0.89,0.998,0.968,0.992,1.0,0.978,0.592,0.75,0.276
1798,9.466499298168372,9.617583855405519,9.516607353469041,9.838,9.84,9.636,0.778,0.804,0.578,0.89,1.0,0.966,0.992,1.0,0.966,0.592,0.76,0.278
1799,9.449465604889305,9.530372939683279,9.48970278505878,9.816,9.828,9.766,0.75,0.782,0.59,0.89,1.0,0.954,0.992,0.998,0.966,0.592,0.75,0.26
1800,9.442819366602821,9.52278162929565,9.42248069730634,9.778,9.816,9.782,0.732,0.758,0.58,0.89,1.0,0.936,0.992,1.0,0.976,0.592,0.746,0.254
1801,9.41790467080619,9.497130069680443,9.479699785115951,9.798,9.854,9.768,0.746,0.774,0.54,0.89,0.998,0.95,0.992,1.0,0.972,0.592,0.762,0.248
1802,9.499616012205244,9.485649606521205,9.486440035587732,9.844,9.824,9.704,0.782,0.77,0.578,0.89,0.998,0.95,0.992,1.0,0.956,0.592,0.762,0.304
1803,9.408963183271037,9.514874859903193,9.432643452972846,9.844,9.828,9.758,0.788,0.788,0.596,0.89,0.998,0.946,0.992,0.998,0.968,0.592,0.772,0.25
1804,9.485274281853718,9.517905775695372,9.501563799704428,9.846,9.84,9.796,0.792,0.786,0.596,0.89,1.0,0.944,0.992,1.0,0.968,0.592,0.758,0.254
1805,9.482008371804096,9.523153581780763,9.484214063152438,9.788,9.87,9.7,0.748,0.812,0.586,0.89,0.996,0.948,0.992,1.0,0.96,0.592,0.782,0.282
1806,9.554057211423633,9.502516604683143,9.437640766744114,9.816,9.832,9.778,0.774,0.77,0.592,0.89,0.994,0.942,0.992,0.998,0.968,0.592,0.784,0.264
1807,9.499809362681304,9.529071038972374,9.42948003307033,9.82,9.83,9.706,0.76,0.776,0.554,0.89,1.0,0.946,0.992,1.0,0.95,0.592,0.79,0.29
1808,9.566084380466696,9.572757237631523,9.485545424156197,9.81,9.816,9.79,0.774,0.758,0.528,0.89,0.996,0.922,0.992,0.998,0.96,0.592,0.782,0.276
1809,9.529253656127933,9.531687668110747,9.453303680677616,9.826,9.834,9.78,0.792,0.776,0.578,0.89,0.998,0.944,0.992,1.0,0.97,0.594,0.778,0.3
1810,9.477801869927735,9.548835822416667,9.516559591334392,9.858,9.842,9.804,0.796,0.8,0.552,0.89,0.998,0.95,0.992,1.0,0.974,0.592,0.794,0.304
1811,9.503980664517924,9.655225514161636,9.54351399841731,9.82,9.822,9.812,0.746,0.758,0.558,0.89,1.0,0.95,0.992,1.0,0.984,0.592,0.81,0.266
1812,9.474691214329724,9.612306539452497,9.458925351009531,9.834,9.846,9.754,0.748,0.786,0.55,0.89,1.0,0.942,0.992,1.0,0.976,0.592,0.806,0.296
1813,9.628837914225565,9.60599240392915,9.46740558281249,9.848,9.836,9.766,0.766,0.764,0.602,0.89,1.0,0.94,0.992,1.0,0.96,0.592,0.8,0.298
1814,9.465563158893156,9.55755852083313,9.467133580278267,9.826,9.826,9.758,0.762,0.776,0.58,0.89,1.0,0.924,0.992,0.996,0.966,0.592,0.798,0.294
1815,9.47886518443623,9.554519850717575,9.503544291606039,9.824,9.834,9.658,0.762,0.782,0.578,0.89,1.0,0.95,0.992,0.998,0.942,0.592,0.794,0.288
1816,9.414908785127775,9.61398296427824,9.4960302175342,9.852,9.87,9.74,0.782,0.814,0.592,0.89,1.0,0.948,0.992,0.998,0.96,0.592,0.8,0.278
1817,9.522311333900808,9.530320109917147,9.486769184516202,9.846,9.832,9.762,0.792,0.778,0.584,0.89,1.0,0.954,0.992,1.0,0.966,0.592,0.796,0.282
1818,9.457145509330307,9.548671043955268,9.467651597994728,9.838,9.832,9.706,0.756,0.776,0.592,0.89,0.998,0.942,0.992,1.0,0.942,0.592,0.776,0.278
1819,9.532568977102372,9.5401706817521,9.440919536588988,9.806,9.834,9.71,0.748,0.776,0.564,0.89,1.0,0.95,0.992,1.0,0.958,0.592,0.778,0.282
