Step,Normal_Reward_k_0.1,Normal_Reward_k_1,Normal_Reward_k_5,Binomial_Reward_k_0.1,Binomial_Reward_k_1,Binomial_Reward_k_5,Bernoulli_Reward_k_0.1,Bernoulli_Reward_k_1,Bernoulli_Reward_k_5,Normal_Opt_k_0.1,Normal_Opt_k_1,Normal_Opt_k_5,Binomial_Opt_k_0.1,Binomial_Opt_k_1,Binomial_Opt_k_5,Bernoulli_Opt_k_0.1,Bernoulli_Opt_k_1,Bernoulli_Opt_k_5
517,9.500591960871644,9.540661640632264,9.27031796147542,9.808,9.834,9.684,0.744,0.746,0.522,0.886,0.996,0.814,0.992,1.0,0.898,0.576,0.568,0.18
518,9.45213739466333,9.580485331691943,9.316235751737148,9.818,9.84,9.584,0.758,0.732,0.462,0.886,0.996,0.818,0.992,0.998,0.876,0.576,0.572,0.204
519,9.441563425799773,9.63647393466591,9.287016195018625,9.848,9.812,9.7,0.794,0.722,0.456,0.886,0.992,0.826,0.992,0.996,0.91,0.576,0.584,0.158
520,9.372111023713247,9.535764854861513,9.29276044917442,9.84,9.854,9.702,0.782,0.76,0.516,0.886,0.994,0.832,0.992,1.0,0.918,0.578,0.574,0.206
521,9.454560130405921,9.529086531579232,9.291399738833375,9.836,9.868,9.754,0.762,0.776,0.478,0.886,0.992,0.836,0.992,0.996,0.938,0.576,0.574,0.198
522,9.52490064529823,9.581757000182186,9.3708560316593,9.822,9.834,9.68,0.776,0.74,0.478,0.886,0.994,0.84,0.992,0.996,0.922,0.578,0.572,0.194
523,9.518261743472024,9.613704454443509,9.31427100348405,9.84,9.842,9.69,0.782,0.748,0.486,0.886,0.994,0.842,0.992,1.0,0.928,0.578,0.566,0.188
524,9.472151867083154,9.457347904549074,9.350834452829716,9.846,9.826,9.678,0.798,0.732,0.54,0.886,0.99,0.844,0.992,0.996,0.892,0.576,0.556,0.232
525,9.422011898602372,9.536545183023009,9.232184942095534,9.8,9.846,9.78,0.722,0.72,0.504,0.886,0.996,0.816,0.992,1.0,0.932,0.576,0.564,0.196
526,9.47785917986087,9.583688125536854,9.348407673673668,9.808,9.836,9.642,0.756,0.722,0.482,0.886,0.994,0.852,0.992,0.998,0.902,0.576,0.584,0.202
527,9.486705437745265,9.531237516674333,9.322563248205995,9.834,9.85,9.674,0.79,0.744,0.472,0.886,0.988,0.836,0.992,0.998,0.902,0.574,0.564,0.202
528,9.52701082749694,9.55010368445764,9.29583638546692,9.83,9.79,9.728,0.772,0.734,0.518,0.886,0.992,0.832,0.992,0.998,0.926,0.574,0.548,0.238
529,9.48610297157173,9.523357755952619,9.288695557710243,9.824,9.832,9.736,0.786,0.714,0.488,0.886,0.998,0.816,0.992,1.0,0.916,0.574,0.54,0.18
530,9.504918801487747,9.570360688272068,9.302305906535024,9.828,9.83,9.752,0.792,0.712,0.508,0.886,0.998,0.864,0.992,1.0,0.906,0.572,0.538,0.192
531,9.520230006549005,9.517480142636622,9.279698201610634,9.798,9.854,9.684,0.742,0.76,0.51,0.886,0.996,0.852,0.992,0.998,0.91,0.572,0.56,0.206
532,9.488882788189718,9.575597609081141,9.393686721582288,9.79,9.832,9.702,0.744,0.746,0.49,0.886,1.0,0.876,0.992,0.998,0.906,0.572,0.546,0.188
533,9.458982389838898,9.537770842429014,9.312651176867682,9.838,9.844,9.71,0.782,0.762,0.508,0.886,1.0,0.846,0.992,0.998,0.914,0.572,0.552,0.214
534,9.489507223440437,9.607174958910285,9.439460099165409,9.822,9.858,9.722,0.734,0.724,0.464,0.886,0.998,0.872,0.992,0.998,0.92,0.572,0.566,0.2
535,9.466981877022063,9.515285435444259,9.35670575748399,9.832,9.836,9.744,0.752,0.754,0.47,0.886,0.998,0.87,0.992,0.996,0.934,0.572,0.61,0.17
536,9.46181360534706,9.591475427614437,9.245274859063988,9.82,9.83,9.686,0.75,0.744,0.462,0.886,0.99,0.848,0.992,0.996,0.922,0.572,0.574,0.168
537,9.42466757592358,9.602630203475437,9.33316751998224,9.846,9.856,9.728,0.764,0.752,0.488,0.886,0.998,0.862,0.992,0.998,0.9,0.572,0.594,0.178
538,9.474636585917672,9.559520241175587,9.390353273952314,9.8,9.796,9.706,0.768,0.722,0.482,0.886,1.0,0.878,0.992,0.998,0.892,0.572,0.596,0.21
539,9.542780787993179,9.562614117963836,9.424890596172478,9.842,9.824,9.678,0.786,0.722,0.516,0.886,1.0,0.854,0.992,1.0,0.914,0.572,0.588,0.212
540,9.363785674833954,9.58391137911612,9.360817603523316,9.81,9.844,9.694,0.748,0.756,0.508,0.886,1.0,0.872,0.992,0.998,0.91,0.576,0.59,0.226
541,9.576611249386042,9.540524610158933,9.33215921154492,9.846,9.836,9.682,0.764,0.724,0.502,0.886,0.996,0.888,0.992,0.998,0.898,0.576,0.592,0.204
542,9.495567255936042,9.66157457819369,9.363626219924422,9.834,9.886,9.656,0.772,0.772,0.488,0.886,0.994,0.844,0.992,0.998,0.906,0.576,0.564,0.174
543,9.46207815567439,9.536741457314736,9.374778429420486,9.85,9.822,9.678,0.784,0.728,0.486,0.886,0.996,0.888,0.992,0.998,0.902,0.578,0.554,0.196
544,9.52055505318714,9.496685675252612,9.275784636493935,9.782,9.84,9.718,0.714,0.738,0.504,0.886,0.996,0.856,0.992,0.998,0.91,0.578,0.57,0.204
545,9.438066156275681,9.529343973464568,9.334614287914265,9.838,9.836,9.688,0.758,0.724,0.49,0.886,0.996,0.86,0.992,0.998,0.908,0.578,0.584,0.206
546,9.434020266149792,9.527370668786132,9.233780134256898,9.832,9.85,9.7,0.778,0.754,0.5,0.886,0.99,0.856,0.992,0.998,0.894,0.578,0.574,0.204
547,9.515527663401105,9.582519956384793,9.311801521330603,9.83,9.84,9.684,0.754,0.744,0.526,0.886,0.996,0.868,0.992,1.0,0.896,0.578,0.586,0.224
548,9.429761707814695,9.519781390461347,9.299093519510667,9.818,9.874,9.736,0.774,0.762,0.522,0.886,0.996,0.824,0.992,1.0,0.914,0.578,0.586,0.2
549,9.495177360858841,9.511991130978735,9.324546925169434,9.822,9.816,9.644,0.742,0.712,0.49,0.886,0.988,0.838,0.992,1.0,0.886,0.576,0.58,0.208
550,9.50383840663878,9.556979427374479,9.253380043086155,9.836,9.822,9.696,0.794,0.728,0.498,0.884,0.996,0.834,0.992,0.998,0.912,0.578,0.572,0.194
551,9.494005741099167,9.5808985541938,9.420877742352538,9.83,9.872,9.66,0.774,0.748,0.518,0.886,0.994,0.854,0.992,0.998,0.9,0.578,0.582,0.192
552,9.48344895375791,9.522075264508016,9.219275497473944,9.822,9.822,9.684,0.756,0.74,0.476,0.886,0.986,0.84,0.992,0.996,0.916,0.578,0.584,0.21
553,9.490525607466322,9.545447585901597,9.40053432904824,9.838,9.868,9.662,0.79,0.742,0.456,0.886,0.992,0.87,0.992,1.0,0.91,0.574,0.582,0.162
554,9.485826173518445,9.575221557759939,9.377034549872315,9.84,9.85,9.582,0.784,0.778,0.51,0.886,0.992,0.87,0.992,1.0,0.878,0.574,0.574,0.194
555,9.491078194341137,9.43775844399701,9.213116758036268,9.83,9.844,9.686,0.764,0.77,0.506,0.886,0.99,0.852,0.992,0.998,0.928,0.574,0.57,0.202
556,9.490293511221644,9.527131978732642,9.37712059024165,9.868,9.84,9.698,0.814,0.736,0.466,0.886,0.99,0.864,0.992,1.0,0.912,0.576,0.586,0.218
557,9.540412293238035,9.575092863534588,9.448292220652863,9.842,9.856,9.692,0.77,0.766,0.464,0.886,0.99,0.868,0.992,1.0,0.922,0.578,0.608,0.172
558,9.463066166551126,9.600768320642793,9.295851130518086,9.862,9.82,9.644,0.792,0.736,0.458,0.886,0.986,0.856,0.992,0.998,0.91,0.578,0.608,0.202
559,9.520356913980585,9.538851349213909,9.278232388260914,9.82,9.828,9.712,0.752,0.734,0.522,0.886,0.99,0.838,0.992,1.0,0.928,0.578,0.612,0.196
560,9.426269332245303,9.548124834987407,9.325969327078473,9.8,9.876,9.69,0.744,0.782,0.512,0.886,0.986,0.872,0.992,1.0,0.922,0.578,0.6,0.232
561,9.46603923592916,9.561839775813581,9.414097043092937,9.802,9.822,9.648,0.738,0.722,0.464,0.886,0.986,0.872,0.992,1.0,0.898,0.578,0.616,0.186
562,9.577944517245825,9.584978910127976,9.450332601843364,9.818,9.838,9.63,0.76,0.754,0.494,0.886,0.988,0.844,0.992,0.998,0.906,0.578,0.606,0.198
563,9.486014591435648,9.531770419332476,9.370616812324098,9.836,9.844,9.664,0.776,0.76,0.5,0.886,0.988,0.84,0.992,0.996,0.926,0.578,0.6,0.188
564,9.471893652125184,9.484039052576486,9.457889583091422,9.818,9.82,9.728,0.742,0.758,0.538,0.886,0.99,0.876,0.992,0.994,0.914,0.578,0.594,0.242
565,9.478410958688888,9.608656888479926,9.301545703331511,9.832,9.794,9.612,0.758,0.728,0.516,0.886,0.988,0.856,0.992,0.99,0.896,0.578,0.61,0.198
566,9.495328022716023,9.559748826528837,9.407753272170568,9.83,9.824,9.7,0.764,0.738,0.474,0.886,0.99,0.866,0.992,0.994,0.918,0.578,0.604,0.218
567,9.441694627674734,9.568213419190037,9.47595020984194,9.84,9.86,9.698,0.784,0.744,0.54,0.886,0.988,0.886,0.992,0.998,0.92,0.578,0.594,0.206
568,9.442109701100556,9.498480689008424,9.34414383241439,9.828,9.848,9.664,0.762,0.746,0.504,0.886,0.984,0.878,0.992,0.998,0.91,0.576,0.584,0.206
569,9.503023144712698,9.472365395086863,9.476708900560077,9.838,9.838,9.674,0.768,0.732,0.496,0.886,0.994,0.892,0.992,0.998,0.9,0.574,0.604,0.188
570,9.460158766962545,9.495020635306068,9.39827134641222,9.82,9.808,9.502,0.774,0.718,0.508,0.886,0.998,0.876,0.992,0.998,0.894,0.576,0.614,0.2
571,9.512566143989584,9.518697334289214,9.460443455292198,9.824,9.826,9.622,0.76,0.74,0.48,0.886,0.99,0.88,0.992,0.998,0.916,0.578,0.62,0.178
572,9.521263933085066,9.500123489536287,9.293124070719209,9.844,9.828,9.612,0.766,0.74,0.462,0.886,0.992,0.89,0.992,0.998,0.904,0.58,0.632,0.198
573,9.431548611071632,9.53016043501559,9.35521370557282,9.85,9.814,9.624,0.8,0.738,0.518,0.886,0.99,0.878,0.992,1.0,0.916,0.58,0.626,0.186
574,9.401573013761185,9.59543585938135,9.372722129916742,9.828,9.854,9.59,0.76,0.734,0.49,0.886,0.992,0.854,0.992,1.0,0.902,0.578,0.602,0.2
575,9.482720695768297,9.538727795837818,9.283438139088288,9.844,9.846,9.678,0.79,0.75,0.488,0.886,0.994,0.856,0.992,0.998,0.92,0.578,0.596,0.178
576,9.491137276298705,9.530411342791524,9.351829234194184,9.776,9.86,9.5,0.738,0.744,0.51,0.886,0.99,0.872,0.992,1.0,0.888,0.578,0.608,0.194
577,9.40948917303713,9.54433756101988,9.276956205636257,9.848,9.854,9.6,0.778,0.776,0.496,0.886,0.998,0.864,0.992,0.998,0.916,0.578,0.614,0.194
578,9.465946783507032,9.518109392798976,9.404693457188156,9.836,9.836,9.484,0.766,0.74,0.494,0.886,1.0,0.87,0.992,0.998,0.896,0.578,0.62,0.188
579,9.424067922173217,9.51633266041598,9.346779790947862,9.852,9.846,9.6,0.778,0.766,0.504,0.886,0.998,0.864,0.992,1.0,0.91,0.578,0.626,0.202
580,9.485855780328663,9.502145804169464,9.420593129221814,9.832,9.856,9.484,0.784,0.76,0.51,0.886,0.99,0.85,0.992,0.996,0.902,0.578,0.614,0.222
581,9.454396254241317,9.524232920009007,9.382696770598123,9.796,9.826,9.582,0.75,0.762,0.488,0.886,0.998,0.862,0.992,1.0,0.914,0.578,0.638,0.198
582,9.468934043907227,9.560846875285986,9.266515109663123,9.816,9.824,9.522,0.772,0.742,0.5,0.886,0.994,0.848,0.992,0.998,0.9,0.578,0.622,0.192
583,9.52552409553011,9.530201769567938,9.236754494790766,9.844,9.828,9.552,0.766,0.74,0.514,0.886,0.998,0.838,0.992,1.0,0.918,0.58,0.634,0.184
584,9.466747187594951,9.587416287724215,9.388576387225841,9.832,9.858,9.5,0.762,0.758,0.466,0.886,0.998,0.864,0.992,1.0,0.906,0.582,0.642,0.226
585,9.485002763559448,9.62525868471868,9.339434212468936,9.812,9.838,9.606,0.756,0.754,0.494,0.886,0.996,0.856,0.992,1.0,0.92,0.582,0.634,0.23
586,9.422074308656187,9.480293914345046,9.45024703040497,9.832,9.848,9.566,0.776,0.764,0.47,0.886,0.998,0.88,0.992,1.0,0.91,0.58,0.634,0.168
587,9.513017781133838,9.58629710871299,9.331692541683987,9.834,9.836,9.596,0.798,0.722,0.512,0.886,0.998,0.878,0.992,1.0,0.912,0.58,0.624,0.206
588,9.530650962147744,9.562521550135598,9.362928821934792,9.814,9.852,9.464,0.774,0.782,0.5,0.886,0.996,0.864,0.992,1.0,0.884,0.58,0.616,0.224
589,9.562812646047918,9.541158115598007,9.346418947639142,9.834,9.848,9.464,0.78,0.742,0.47,0.886,0.996,0.858,0.992,1.0,0.888,0.58,0.622,0.186
590,9.454390100434997,9.597050873502376,9.278007004008957,9.826,9.842,9.522,0.772,0.766,0.482,0.886,0.998,0.86,0.992,1.0,0.884,0.58,0.612,0.186
591,9.447285182290301,9.583062797318625,9.278524406746499,9.812,9.824,9.402,0.728,0.754,0.478,0.886,0.996,0.85,0.992,0.998,0.882,0.58,0.61,0.198
592,9.435941933128055,9.534652316944074,9.272067673726713,9.806,9.814,9.496,0.772,0.736,0.506,0.886,0.994,0.854,0.992,0.994,0.894,0.58,0.616,0.22
593,9.47183394039592,9.613395831661027,9.420660895604694,9.844,9.824,9.638,0.762,0.736,0.494,0.886,1.0,0.864,0.992,0.996,0.922,0.578,0.612,0.192
594,9.481302611707367,9.52771487906716,9.336028557032114,9.836,9.844,9.506,0.788,0.768,0.516,0.886,0.998,0.88,0.992,0.996,0.882,0.578,0.618,0.226
595,9.47772669621725,9.49417728235334,9.409991494304627,9.828,9.834,9.552,0.764,0.74,0.482,0.886,0.998,0.846,0.992,0.998,0.904,0.578,0.618,0.212
596,9.423169894357986,9.528189416002439,9.428869146287068,9.808,9.852,9.64,0.76,0.746,0.508,0.886,0.994,0.876,0.992,0.998,0.916,0.58,0.602,0.19
597,9.464990051703436,9.571158790248719,9.442564040783182,9.8,9.838,9.572,0.75,0.76,0.526,0.886,0.998,0.868,0.992,1.0,0.89,0.576,0.608,0.236
598,9.473151210780417,9.582253235024004,9.372059486573876,9.822,9.81,9.64,0.77,0.716,0.5,0.886,1.0,0.876,0.992,0.998,0.908,0.578,0.61,0.2
599,9.578272826120374,9.523989093226149,9.338112436930693,9.832,9.828,9.692,0.75,0.742,0.518,0.886,0.998,0.868,0.992,1.0,0.932,0.578,0.584,0.21
600,9.468039814234265,9.544497226898692,9.432373623291003,9.8,9.794,9.592,0.746,0.704,0.494,0.886,0.996,0.864,0.992,0.994,0.906,0.578,0.604,0.222
601,9.395676006657656,9.53168157428556,9.311911314665142,9.806,9.832,9.596,0.758,0.74,0.546,0.886,0.992,0.87,0.992,0.996,0.91,0.576,0.612,0.218
602,9.45153397938182,9.645274242341339,9.28257319842145,9.83,9.834,9.742,0.772,0.74,0.506,0.886,0.996,0.868,0.992,0.994,0.934,0.576,0.598,0.2
603,9.455325093182598,9.581541021186618,9.366521492404013,9.832,9.844,9.686,0.772,0.734,0.49,0.886,0.994,0.854,0.992,0.992,0.922,0.576,0.604,0.216
604,9.483309056736601,9.541807068764504,9.45202621571779,9.862,9.834,9.65,0.822,0.72,0.496,0.886,1.0,0.868,0.992,0.998,0.924,0.576,0.598,0.196
605,9.443492393228532,9.62204788226202,9.331665387576805,9.822,9.844,9.65,0.742,0.776,0.496,0.886,0.998,0.856,0.992,0.998,0.906,0.576,0.64,0.178
606,9.463280647941648,9.626777218338821,9.398130588296103,9.81,9.836,9.744,0.768,0.762,0.504,0.886,0.992,0.868,0.992,1.0,0.936,0.576,0.632,0.196
607,9.48482311800694,9.526976058284173,9.458108996006418,9.836,9.844,9.73,0.782,0.736,0.466,0.886,0.996,0.876,0.992,1.0,0.922,0.576,0.634,0.208
608,9.554554997072161,9.559408677280956,9.38348519763981,9.828,9.834,9.784,0.762,0.736,0.488,0.886,0.996,0.86,0.992,1.0,0.95,0.574,0.62,0.202
609,9.397724509381588,9.542446056250784,9.275432574264874,9.816,9.824,9.712,0.762,0.78,0.512,0.886,0.998,0.856,0.992,0.998,0.926,0.576,0.634,0.17
610,9.45930228745058,9.581818089518755,9.308087468760148,9.81,9.836,9.698,0.764,0.764,0.512,0.886,0.996,0.876,0.992,0.996,0.914,0.576,0.628,0.206
611,9.493625457636226,9.525753382612475,9.416199360842375,9.804,9.82,9.698,0.774,0.756,0.514,0.886,0.998,0.866,0.992,0.998,0.916,0.576,0.628,0.198
612,9.534262504713357,9.53736090111826,9.322133544010523,9.774,9.846,9.722,0.712,0.732,0.526,0.886,0.994,0.854,0.992,1.0,0.924,0.576,0.602,0.212
613,9.504589162514842,9.548941452262152,9.368481053526214,9.798,9.806,9.708,0.742,0.742,0.488,0.886,0.994,0.842,0.992,0.998,0.93,0.576,0.606,0.212
614,9.465909208143966,9.517612453275214,9.246325652027359,9.822,9.848,9.722,0.758,0.73,0.506,0.886,0.994,0.866,0.992,0.994,0.924,0.576,0.584,0.202
615,9.44158236821058,9.59571378455125,9.387895336298886,9.82,9.82,9.77,0.76,0.75,0.468,0.886,0.992,0.856,0.992,0.996,0.924,0.578,0.584,0.198
616,9.459600699692203,9.564145333112517,9.44159567915665,9.83,9.826,9.726,0.766,0.74,0.488,0.886,0.994,0.878,0.992,0.996,0.91,0.58,0.616,0.19
617,9.459654976924853,9.54089197098721,9.458882127170146,9.834,9.83,9.696,0.77,0.744,0.52,0.886,0.996,0.882,0.992,1.0,0.908,0.58,0.61,0.226
618,9.476745750839756,9.478744992044527,9.419248929894094,9.828,9.838,9.718,0.784,0.74,0.528,0.886,0.99,0.872,0.992,1.0,0.912,0.578,0.596,0.212
619,9.48284977371912,9.595556838496735,9.30102701415288,9.832,9.806,9.738,0.768,0.72,0.506,0.884,0.99,0.852,0.992,1.0,0.92,0.578,0.612,0.218
620,9.434501755745831,9.562608483454593,9.3897489235999,9.824,9.854,9.756,0.762,0.748,0.526,0.886,0.996,0.864,0.992,1.0,0.928,0.578,0.612,0.196
621,9.474994003619972,9.506623411610477,9.38109269013021,9.836,9.838,9.73,0.79,0.778,0.506,0.886,0.996,0.872,0.992,0.998,0.928,0.578,0.622,0.194
622,9.418880843653021,9.629819894040372,9.39711778246868,9.812,9.84,9.742,0.76,0.774,0.516,0.886,0.996,0.864,0.992,0.996,0.924,0.578,0.618,0.202
623,9.50204396182483,9.57286560674197,9.246580117290604,9.798,9.846,9.78,0.762,0.734,0.506,0.886,0.998,0.872,0.992,0.998,0.926,0.578,0.612,0.212
624,9.470270061528977,9.57148177174818,9.272077109019646,9.828,9.822,9.766,0.762,0.748,0.526,0.886,0.998,0.86,0.992,0.996,0.944,0.578,0.622,0.202
625,9.556135112756017,9.485762447923566,9.25264048174223,9.802,9.838,9.74,0.74,0.718,0.518,0.886,1.0,0.854,0.992,0.996,0.926,0.578,0.62,0.208
626,9.493413323325692,9.576437319483288,9.382768890139499,9.826,9.834,9.724,0.79,0.732,0.528,0.886,1.0,0.894,0.992,0.996,0.912,0.578,0.598,0.19
627,9.430559189338949,9.610042186854649,9.375233562788477,9.814,9.84,9.784,0.766,0.752,0.5,0.886,0.994,0.864,0.992,0.996,0.944,0.578,0.62,0.188
628,9.469881499978449,9.570518518183027,9.39440757434439,9.824,9.84,9.762,0.764,0.726,0.542,0.886,0.994,0.86,0.992,0.998,0.924,0.578,0.606,0.202
629,9.491605316383634,9.657875207690369,9.25797740374462,9.834,9.85,9.702,0.79,0.716,0.506,0.886,0.992,0.864,0.992,0.998,0.926,0.578,0.596,0.198
630,9.488490080246729,9.501693565583109,9.257366823313749,9.824,9.846,9.708,0.752,0.744,0.498,0.886,0.996,0.884,0.992,1.0,0.924,0.578,0.61,0.222
631,9.43821958573379,9.553738525494651,9.300912453765855,9.806,9.834,9.774,0.752,0.754,0.588,0.886,1.0,0.87,0.992,0.998,0.924,0.578,0.614,0.196
632,9.466867061909943,9.662603644594357,9.29950849281847,9.82,9.786,9.748,0.766,0.708,0.512,0.886,0.998,0.864,0.992,1.0,0.92,0.578,0.594,0.214
633,9.377523737451366,9.577051263903499,9.394075077470687,9.816,9.838,9.714,0.754,0.752,0.5,0.886,1.0,0.864,0.992,1.0,0.926,0.578,0.61,0.204
634,9.433887715204772,9.528497452282691,9.322352826178612,9.85,9.864,9.808,0.796,0.766,0.52,0.886,1.0,0.872,0.992,1.0,0.94,0.578,0.63,0.21
635,9.423153408458848,9.558183318695708,9.383359138875516,9.832,9.852,9.738,0.77,0.776,0.514,0.886,0.994,0.852,0.992,1.0,0.928,0.578,0.626,0.214
636,9.437773702924352,9.527382812925715,9.344859227181807,9.836,9.866,9.73,0.772,0.76,0.496,0.886,1.0,0.856,0.992,1.0,0.948,0.58,0.644,0.206
637,9.404837356600463,9.584959204390287,9.371299492360832,9.786,9.808,9.71,0.734,0.734,0.504,0.886,0.998,0.872,0.992,1.0,0.936,0.582,0.638,0.21
638,9.405002401140319,9.572065332192372,9.410308388366944,9.84,9.856,9.732,0.78,0.766,0.502,0.886,0.994,0.884,0.992,1.0,0.928,0.582,0.618,0.198
639,9.52203111720234,9.496567893813731,9.39990562152061,9.8,9.858,9.77,0.764,0.776,0.478,0.886,1.0,0.874,0.992,0.998,0.932,0.582,0.624,0.176
640,9.425390879017689,9.533566892015587,9.280804405223481,9.84,9.83,9.748,0.774,0.722,0.486,0.886,1.0,0.882,0.992,0.998,0.93,0.58,0.612,0.194
641,9.479934968426456,9.554698324896385,9.266723813363758,9.856,9.82,9.758,0.79,0.764,0.508,0.886,0.996,0.85,0.992,0.998,0.94,0.584,0.598,0.19
642,9.537006138934174,9.531983193316506,9.346590746407625,9.85,9.824,9.722,0.78,0.752,0.49,0.886,0.994,0.842,0.992,1.0,0.916,0.582,0.598,0.196
643,9.492121748213163,9.53528677132654,9.390848734818706,9.832,9.838,9.68,0.788,0.736,0.504,0.886,0.994,0.876,0.992,1.0,0.922,0.582,0.584,0.222
644,9.470045162179442,9.591429391651669,9.303911508672666,9.822,9.862,9.744,0.768,0.78,0.488,0.886,0.998,0.868,0.992,1.0,0.91,0.582,0.568,0.202
645,9.377115293099115,9.704026270186707,9.393122844124912,9.842,9.854,9.742,0.77,0.746,0.502,0.886,1.0,0.872,0.992,1.0,0.918,0.582,0.562,0.2
646,9.392076798183442,9.57664501707596,9.624782426995253,9.824,9.846,9.726,0.768,0.744,0.478,0.886,1.0,0.902,0.992,1.0,0.928,0.582,0.568,0.228
647,9.606038002475755,9.485132878770102,9.44609850365955,9.814,9.832,9.708,0.766,0.734,0.512,0.886,0.996,0.9,0.992,0.998,0.906,0.582,0.57,0.21
648,9.480663357970423,9.50389040725572,9.425449180533564,9.792,9.832,9.708,0.744,0.684,0.536,0.886,1.0,0.896,0.992,0.996,0.914,0.582,0.588,0.23
649,9.505784296565135,9.561444902598916,9.337816516789015,9.862,9.83,9.688,0.796,0.752,0.5,0.886,0.998,0.898,0.992,0.994,0.932,0.582,0.584,0.2
650,9.45441478873886,9.55435789093822,9.369774602490157,9.824,9.842,9.68,0.768,0.734,0.502,0.886,0.994,0.878,0.992,1.0,0.916,0.582,0.588,0.216
651,9.404586358361298,9.59710492144896,9.329176330934464,9.808,9.84,9.748,0.772,0.718,0.52,0.886,0.998,0.884,0.992,0.998,0.936,0.582,0.59,0.194
652,9.439095745453434,9.459711280152055,9.444119024376107,9.832,9.798,9.704,0.804,0.734,0.52,0.886,0.998,0.886,0.992,1.0,0.934,0.58,0.6,0.204
653,9.466160695865424,9.555777849874154,9.37321122109602,9.808,9.828,9.712,0.772,0.756,0.514,0.886,0.994,0.884,0.992,1.0,0.924,0.58,0.606,0.21
654,9.410140895648633,9.530427480274327,9.421204728709274,9.826,9.858,9.758,0.758,0.77,0.524,0.886,0.996,0.886,0.992,1.0,0.912,0.582,0.59,0.182
655,9.408708449718752,9.48522106063554,9.331802454069669,9.836,9.83,9.722,0.776,0.75,0.508,0.886,0.994,0.888,0.992,1.0,0.938,0.582,0.592,0.238
656,9.497981812646023,9.537819759550082,9.347051450031394,9.824,9.826,9.726,0.772,0.708,0.542,0.886,0.996,0.878,0.992,1.0,0.934,0.582,0.592,0.202
657,9.43302004873761,9.597762902156289,9.419036999179283,9.82,9.828,9.706,0.774,0.758,0.51,0.886,0.996,0.866,0.992,1.0,0.934,0.58,0.602,0.196
658,9.4519682707195,9.574262636833868,9.35742275248263,9.774,9.854,9.704,0.72,0.752,0.508,0.886,0.998,0.866,0.992,1.0,0.93,0.58,0.606,0.22
659,9.471777015864303,9.486254850003299,9.378065890192072,9.838,9.814,9.776,0.77,0.732,0.548,0.886,0.998,0.878,0.992,1.0,0.932,0.58,0.622,0.23
660,9.483699781426415,9.591824086630798,9.333169016245254,9.812,9.826,9.71,0.738,0.754,0.484,0.886,1.0,0.878,0.992,0.998,0.946,0.582,0.614,0.228
661,9.495100395709244,9.554142334811035,9.279998678855659,9.798,9.802,9.624,0.758,0.738,0.506,0.886,0.998,0.874,0.992,0.996,0.918,0.582,0.616,0.202
662,9.410275197652544,9.476628817039442,9.403361252212774,9.856,9.85,9.664,0.798,0.782,0.548,0.886,0.992,0.878,0.992,0.998,0.92,0.582,0.628,0.208
663,9.523109046875357,9.545289645413638,9.429634023125631,9.848,9.846,9.736,0.778,0.752,0.506,0.886,0.998,0.878,0.992,1.0,0.924,0.582,0.604,0.188
664,9.423817485629144,9.550514414788783,9.341825412891193,9.826,9.856,9.68,0.774,0.776,0.51,0.886,0.998,0.878,0.992,0.998,0.938,0.582,0.606,0.228
665,9.47985872144257,9.556392665177713,9.43056919342085,9.838,9.848,9.668,0.782,0.792,0.504,0.886,0.996,0.89,0.992,0.998,0.924,0.582,0.612,0.192
666,9.54176760093372,9.526415600383885,9.507319874225045,9.828,9.804,9.674,0.766,0.734,0.528,0.886,0.998,0.872,0.992,1.0,0.924,0.582,0.61,0.196
667,9.502315941968929,9.524185543262153,9.509911705977748,9.832,9.846,9.696,0.756,0.762,0.53,0.886,1.0,0.88,0.992,0.998,0.92,0.582,0.598,0.216
668,9.431742847498938,9.54836884250114,9.446128766861346,9.834,9.828,9.65,0.78,0.75,0.494,0.886,0.996,0.874,0.992,1.0,0.914,0.582,0.614,0.2
669,9.440065422046441,9.643747032348944,9.399997491306243,9.846,9.816,9.708,0.782,0.754,0.522,0.886,0.992,0.868,0.992,0.998,0.926,0.582,0.61,0.18
670,9.566703742942885,9.54815754053146,9.486721590069818,9.822,9.844,9.568,0.754,0.766,0.524,0.886,0.996,0.886,0.992,0.998,0.912,0.582,0.594,0.204
671,9.484551828558104,9.53267412199521,9.441762710633892,9.856,9.778,9.636,0.798,0.71,0.438,0.886,0.996,0.882,0.992,1.0,0.906,0.582,0.596,0.186
