Step,Normal_Reward_Tau_0.1,Normal_Reward_Tau_1,Normal_Reward_Tau_5,Binomial_Reward_Tau_0.1,Binomial_Reward_Tau_1,Binomial_Reward_Tau_5,Bernoulli_Reward_Tau_0.1,Bernoulli_Reward_Tau_1,Bernoulli_Reward_Tau_5,Normal_Opt_Tau_0.1,Normal_Opt_Tau_1,Normal_Opt_Tau_5,Binomial_Opt_Tau_0.1,Binomial_Opt_Tau_1,Binomial_Opt_Tau_5,Bernoulli_Opt_Tau_0.1,Bernoulli_Opt_Tau_1,Bernoulli_Opt_Tau_5
1676,5.5437707756316605,8.66979340050721,7.071932631597037,5.918,8.304,6.472,0.9,0.564,0.534,0.09,0.428,0.194,0.112,0.428,0.18,0.428,0.124,0.106
1677,5.615139334506151,8.64120192830501,7.036260660261582,5.78,8.318,6.47,0.928,0.6,0.54,0.09,0.452,0.164,0.112,0.43,0.168,0.432,0.166,0.114
1678,5.554685010484523,8.62776097582191,7.089676377399139,5.668,8.338,6.396,0.926,0.628,0.55,0.09,0.428,0.2,0.112,0.434,0.162,0.43,0.134,0.122
1679,5.57302649102096,8.603866918471608,6.955312027155938,5.802,8.42,6.474,0.898,0.628,0.512,0.09,0.43,0.164,0.112,0.432,0.168,0.42,0.126,0.118
1680,5.600759063969154,8.68619875269497,7.0086157620786915,5.85,8.33,6.45,0.932,0.648,0.522,0.09,0.416,0.2,0.112,0.414,0.164,0.424,0.17,0.122
1681,5.544463194043878,8.585931979951297,7.062179521572759,5.798,8.448,6.364,0.9,0.634,0.514,0.09,0.412,0.174,0.112,0.426,0.182,0.406,0.164,0.084
1682,5.614546702423642,8.69978581341716,6.8181798751292,5.69,8.258,6.496,0.936,0.644,0.5,0.09,0.436,0.178,0.112,0.41,0.16,0.42,0.156,0.104
1683,5.6088200998809725,8.653489390565085,6.9179058490054945,5.732,8.3,6.536,0.902,0.62,0.492,0.09,0.424,0.184,0.112,0.408,0.178,0.43,0.16,0.106
1684,5.666961073323289,8.67034031810468,7.062277494527251,5.802,8.448,6.516,0.94,0.582,0.55,0.09,0.43,0.19,0.112,0.414,0.166,0.422,0.134,0.118
1685,5.615383980538666,8.800923577361782,6.863397720560354,5.934,8.362,6.474,0.954,0.612,0.522,0.09,0.434,0.19,0.112,0.444,0.178,0.426,0.176,0.116
1686,5.622008602827458,8.649684612252187,7.032282608095912,5.922,8.398,6.514,0.93,0.598,0.536,0.09,0.442,0.202,0.112,0.444,0.192,0.426,0.17,0.104
1687,5.5408441826737995,8.70504183055452,7.111620091466602,5.78,8.446,6.212,0.944,0.598,0.484,0.09,0.442,0.212,0.112,0.448,0.182,0.438,0.152,0.116
1688,5.568318154757996,8.545159465102056,6.985609969040224,5.816,8.306,6.458,0.93,0.592,0.522,0.09,0.428,0.182,0.112,0.434,0.176,0.426,0.14,0.104
1689,5.589649887128727,8.672839239666667,6.971228593235544,5.696,8.324,6.6,0.928,0.604,0.536,0.09,0.426,0.186,0.112,0.442,0.186,0.412,0.152,0.098
1690,5.562718961360209,8.694693599374874,6.835163207967495,5.914,8.354,6.322,0.908,0.582,0.556,0.09,0.426,0.174,0.112,0.454,0.18,0.428,0.146,0.116
1691,5.593073905040838,8.682343681907208,7.150790974724592,5.858,8.306,6.648,0.932,0.602,0.566,0.09,0.422,0.182,0.112,0.41,0.176,0.428,0.18,0.142
1692,5.565919155569119,8.571071996146511,7.026799848854971,5.86,8.268,6.02,0.938,0.618,0.532,0.09,0.422,0.2,0.112,0.422,0.118,0.442,0.142,0.106
1693,5.670168202841265,8.779824574427398,6.822807521541158,5.772,8.402,6.404,0.932,0.608,0.496,0.09,0.43,0.18,0.112,0.422,0.184,0.408,0.158,0.104
1694,5.625773266594627,8.771385598002045,7.0829325873638,5.804,8.292,6.584,0.906,0.576,0.536,0.09,0.416,0.19,0.112,0.444,0.196,0.41,0.136,0.104
1695,5.624994041676293,8.644964510740689,7.107486006448948,5.78,8.436,6.364,0.93,0.598,0.506,0.09,0.414,0.21,0.112,0.424,0.176,0.41,0.17,0.124
1696,5.599684127742279,8.725934713731194,7.031674935011062,5.81,8.29,6.362,0.936,0.586,0.492,0.09,0.448,0.202,0.112,0.432,0.186,0.424,0.14,0.092
1697,5.555039256598428,8.672387881695395,7.069817119911023,5.638,8.408,6.536,0.932,0.636,0.52,0.09,0.428,0.186,0.112,0.428,0.214,0.398,0.166,0.126
1698,5.5640675761442475,8.736655509209275,7.189949762378518,5.844,8.42,6.352,0.926,0.61,0.502,0.09,0.432,0.218,0.112,0.422,0.186,0.416,0.156,0.116
1699,5.605029832018701,8.562229841966685,7.06038467170067,5.706,8.31,6.566,0.94,0.634,0.538,0.09,0.42,0.204,0.112,0.394,0.208,0.42,0.162,0.108
1700,5.662171781293721,8.738604384533934,6.7831979492961585,5.79,8.282,6.378,0.924,0.626,0.504,0.09,0.436,0.176,0.112,0.42,0.162,0.416,0.142,0.12
1701,5.502462314343854,8.712327823036366,7.016992773904154,5.824,8.448,6.224,0.94,0.598,0.532,0.09,0.416,0.204,0.112,0.448,0.158,0.422,0.148,0.094
1702,5.521667605422862,8.589064168453488,6.970342654121574,5.726,8.354,6.638,0.926,0.626,0.5,0.09,0.42,0.194,0.112,0.424,0.196,0.406,0.142,0.12
1703,5.53895563256855,8.735877069997617,6.793658992874984,5.812,8.28,6.332,0.904,0.604,0.544,0.09,0.426,0.196,0.112,0.442,0.172,0.416,0.142,0.11
1704,5.578359336800346,8.748661358276205,6.854239275265713,5.758,8.262,6.58,0.908,0.6,0.514,0.09,0.446,0.182,0.112,0.43,0.174,0.43,0.168,0.124
1705,5.544810715003577,8.711883845978559,7.092999204805185,5.746,8.31,6.682,0.924,0.64,0.536,0.09,0.444,0.228,0.112,0.406,0.198,0.418,0.142,0.134
1706,5.540305879546499,8.663044800271626,7.075829421038564,5.772,8.418,6.65,0.932,0.638,0.53,0.09,0.424,0.198,0.112,0.434,0.182,0.408,0.172,0.108
1707,5.676766795707307,8.722810475706314,7.056969257631894,5.806,8.458,6.472,0.928,0.648,0.502,0.09,0.462,0.206,0.112,0.446,0.174,0.406,0.172,0.106
1708,5.586701604132267,8.580503355330064,6.845611424229557,5.848,8.392,6.498,0.912,0.602,0.552,0.09,0.422,0.19,0.112,0.428,0.162,0.422,0.142,0.106
1709,5.580513930357665,8.671530650188046,6.991163603172942,5.814,8.366,6.5,0.938,0.638,0.514,0.09,0.438,0.22,0.112,0.434,0.194,0.432,0.17,0.094
1710,5.6008211027457655,8.705162203006322,6.92367840162871,5.818,8.462,6.42,0.942,0.598,0.5,0.09,0.424,0.17,0.112,0.42,0.17,0.408,0.138,0.09
1711,5.555388429803665,8.743571528926935,6.892548239463305,5.766,8.38,6.492,0.924,0.626,0.514,0.09,0.426,0.192,0.112,0.438,0.186,0.416,0.144,0.104
1712,5.629765254921486,8.59316585165363,6.956870410029183,5.76,8.318,6.578,0.918,0.598,0.52,0.09,0.406,0.194,0.112,0.43,0.202,0.404,0.136,0.102
1713,5.553310552853213,8.688039567842962,7.012450926250993,5.786,8.364,6.232,0.92,0.618,0.52,0.09,0.42,0.192,0.112,0.456,0.174,0.414,0.168,0.118
1714,5.533090946086248,8.690775904497807,7.021270879034307,5.8,8.344,6.682,0.94,0.582,0.504,0.09,0.442,0.162,0.112,0.43,0.212,0.41,0.13,0.102
1715,5.575999616640994,8.741013329580811,7.017535708188174,5.728,8.358,6.506,0.92,0.63,0.512,0.09,0.434,0.202,0.112,0.432,0.196,0.422,0.168,0.11
1716,5.57093879197816,8.693829799456136,7.134456335787476,5.83,8.392,6.354,0.94,0.586,0.524,0.09,0.438,0.204,0.112,0.426,0.158,0.42,0.162,0.1
1717,5.590335267716469,8.709633219539883,6.969859858818593,5.81,8.276,6.552,0.912,0.592,0.478,0.09,0.426,0.176,0.112,0.428,0.2,0.41,0.124,0.104
1718,5.669541510059686,8.658846257733728,7.200094985153626,5.73,8.388,6.346,0.924,0.61,0.504,0.09,0.434,0.218,0.112,0.434,0.138,0.428,0.126,0.084
1719,5.58447238713286,8.81534624864912,7.075687055245108,5.726,8.424,6.554,0.92,0.6,0.516,0.09,0.43,0.204,0.112,0.428,0.19,0.43,0.18,0.126
1720,5.63404048589783,8.72992534393978,7.028642571180812,5.81,8.236,6.598,0.934,0.612,0.572,0.09,0.452,0.228,0.112,0.42,0.19,0.424,0.122,0.098
1721,5.607891163451243,8.739241652756489,7.1896194272547005,5.802,8.292,6.554,0.926,0.6,0.486,0.09,0.44,0.218,0.112,0.426,0.172,0.41,0.162,0.106
1722,5.502403069210337,8.645239550097015,6.960045018049575,5.852,8.354,6.528,0.914,0.616,0.502,0.09,0.442,0.192,0.112,0.426,0.2,0.416,0.154,0.104
1723,5.595118309503484,8.73694350515435,6.919990127375085,5.796,8.362,6.564,0.892,0.612,0.52,0.09,0.428,0.186,0.112,0.446,0.18,0.392,0.152,0.116
1724,5.612582934825864,8.666769363069893,7.014759919978063,5.748,8.374,6.406,0.894,0.606,0.498,0.09,0.438,0.192,0.112,0.444,0.176,0.418,0.14,0.094
1725,5.57969795972631,8.790983763487258,6.919782678563718,5.772,8.276,6.374,0.926,0.576,0.508,0.09,0.438,0.178,0.112,0.42,0.174,0.424,0.146,0.1
1726,5.582285732726303,8.832988217223203,7.179170219507831,5.828,8.38,6.444,0.928,0.614,0.54,0.09,0.44,0.208,0.112,0.424,0.186,0.42,0.156,0.096
1727,5.5965694987302745,8.785086752050072,6.841359652989199,5.792,8.396,6.496,0.916,0.606,0.49,0.09,0.444,0.124,0.112,0.428,0.17,0.426,0.16,0.1
1728,5.638670143599279,8.737151374832967,6.892778292807316,5.75,8.328,6.504,0.922,0.646,0.538,0.09,0.432,0.168,0.112,0.45,0.204,0.416,0.154,0.11
1729,5.594824857111885,8.714931166962796,7.026682381312965,5.726,8.4,6.53,0.934,0.604,0.498,0.09,0.428,0.19,0.112,0.428,0.174,0.406,0.164,0.122
1730,5.598571882769939,8.59652938414285,7.224637213443605,5.784,8.402,6.492,0.918,0.58,0.566,0.09,0.424,0.202,0.112,0.414,0.224,0.418,0.156,0.106
1731,5.615180108244296,8.621468590596544,7.070369833338036,5.842,8.366,6.402,0.912,0.588,0.522,0.09,0.406,0.204,0.112,0.434,0.21,0.404,0.162,0.084
1732,5.5044444070031275,8.759822188694674,6.940260744632696,5.758,8.348,6.374,0.902,0.628,0.468,0.09,0.442,0.186,0.112,0.44,0.194,0.43,0.16,0.1
1733,5.608597653675994,8.660327140665865,6.9937096104070795,5.79,8.36,6.598,0.936,0.608,0.576,0.09,0.42,0.214,0.112,0.44,0.196,0.432,0.172,0.136
1734,5.6070357693157264,8.636988689528746,7.162733141123865,5.77,8.358,6.338,0.914,0.606,0.508,0.09,0.432,0.196,0.112,0.422,0.174,0.402,0.15,0.096
1735,5.506575055448055,8.696450297026951,6.849147191310336,5.76,8.398,6.53,0.924,0.618,0.462,0.09,0.432,0.194,0.112,0.414,0.19,0.422,0.182,0.1
1736,5.52802877490501,8.674696015125978,7.058215346798102,5.846,8.356,6.492,0.914,0.618,0.528,0.09,0.424,0.198,0.112,0.434,0.178,0.422,0.152,0.094
1737,5.526003700039381,8.854280694639886,6.9833426587670795,5.786,8.422,6.434,0.926,0.606,0.556,0.09,0.448,0.192,0.112,0.46,0.162,0.42,0.166,0.14
1738,5.618698711761078,8.683161373798665,6.88546995176171,5.936,8.386,6.404,0.928,0.62,0.546,0.09,0.454,0.202,0.112,0.414,0.162,0.434,0.148,0.112
1739,5.54583223102076,8.564422580235615,6.8753835336613305,5.754,8.424,6.564,0.924,0.622,0.502,0.09,0.45,0.196,0.112,0.438,0.176,0.428,0.166,0.11
1740,5.502112761349655,8.797767524926558,6.848674688604846,5.728,8.392,6.412,0.94,0.602,0.558,0.09,0.442,0.164,0.112,0.432,0.164,0.402,0.154,0.114
1741,5.5643234953747,8.734521000440122,7.011017313127393,5.974,8.34,6.448,0.924,0.62,0.526,0.09,0.418,0.218,0.112,0.424,0.148,0.42,0.18,0.124
1742,5.537014611747378,8.679516925888501,6.826719337633306,5.88,8.23,6.376,0.938,0.588,0.508,0.09,0.446,0.196,0.112,0.416,0.158,0.414,0.174,0.088
1743,5.534896193890198,8.634768509359395,7.1225879955451985,5.752,8.396,6.622,0.934,0.604,0.484,0.09,0.428,0.176,0.112,0.44,0.174,0.404,0.166,0.11
1744,5.5948848927197945,8.778175698247729,6.893495607835627,5.836,8.338,6.546,0.914,0.628,0.524,0.09,0.448,0.19,0.112,0.414,0.182,0.42,0.176,0.09
1745,5.591112685143171,8.670363579916284,7.1096001020475,5.776,8.378,6.478,0.918,0.596,0.516,0.09,0.44,0.214,0.112,0.434,0.166,0.422,0.14,0.12
1746,5.505864881265783,8.72201817694186,7.0386915883307095,5.81,8.252,6.544,0.916,0.548,0.526,0.09,0.44,0.202,0.112,0.424,0.2,0.422,0.156,0.102
1747,5.572047513756038,8.709685781148487,7.112094068432884,5.668,8.4,6.62,0.928,0.634,0.554,0.09,0.43,0.192,0.112,0.424,0.182,0.412,0.166,0.108
1748,5.582508037375443,8.666122398568216,7.060385884220091,5.928,8.378,6.524,0.926,0.614,0.514,0.09,0.444,0.214,0.112,0.43,0.176,0.422,0.164,0.108
1749,5.60196223402028,8.691125940953146,6.867207788022641,5.794,8.334,6.49,0.92,0.658,0.532,0.09,0.416,0.17,0.112,0.432,0.182,0.422,0.15,0.116
1750,5.522343790618732,8.626918628398325,6.981299233472843,5.794,8.382,6.464,0.936,0.544,0.564,0.09,0.428,0.188,0.112,0.45,0.19,0.43,0.12,0.118
1751,5.506978767678893,8.711302232471672,6.959328344647988,5.7,8.358,6.458,0.952,0.62,0.534,0.09,0.444,0.208,0.112,0.412,0.192,0.42,0.162,0.104
1752,5.565729854578956,8.737980240233144,6.832574518364801,5.792,8.386,6.52,0.912,0.63,0.564,0.09,0.424,0.164,0.112,0.44,0.2,0.416,0.162,0.116
1753,5.617957659177993,8.768271970563793,7.010675492625128,5.778,8.352,6.68,0.918,0.618,0.508,0.09,0.436,0.17,0.112,0.436,0.2,0.418,0.176,0.098
1754,5.582346842887349,8.70815435666389,6.848525908228554,5.788,8.392,6.35,0.926,0.596,0.53,0.09,0.44,0.182,0.112,0.432,0.158,0.414,0.13,0.128
1755,5.5342383710951975,8.642218075657723,7.2993717402295815,5.826,8.436,6.752,0.912,0.582,0.532,0.09,0.448,0.202,0.112,0.444,0.184,0.412,0.156,0.122
1756,5.557057791411924,8.676302425279546,6.977932720619591,5.902,8.438,6.396,0.946,0.606,0.518,0.09,0.448,0.186,0.112,0.44,0.184,0.416,0.164,0.11
1757,5.6398864311962695,8.66772390826458,7.130111727949852,5.742,8.402,6.268,0.934,0.574,0.542,0.09,0.442,0.188,0.112,0.426,0.168,0.424,0.15,0.092
1758,5.6054141024691635,8.82081185239415,7.037014450573719,5.774,8.4,6.556,0.916,0.646,0.556,0.09,0.442,0.154,0.112,0.432,0.172,0.426,0.138,0.1
1759,5.616635352664418,8.80062389318957,6.965714113479362,5.844,8.49,6.522,0.91,0.644,0.508,0.09,0.444,0.18,0.112,0.438,0.176,0.42,0.144,0.104
1760,5.535389475279687,8.735690017566045,7.300637439442837,5.786,8.322,6.562,0.95,0.616,0.516,0.09,0.452,0.204,0.112,0.418,0.182,0.412,0.14,0.138
1761,5.582050487630192,8.647152083357687,6.727589699714627,5.7,8.434,6.416,0.934,0.548,0.52,0.09,0.446,0.158,0.112,0.418,0.19,0.414,0.168,0.108
1762,5.599635653218082,8.682230844402442,6.85672512843767,5.736,8.278,6.356,0.92,0.654,0.516,0.09,0.444,0.198,0.112,0.42,0.17,0.418,0.18,0.098
1763,5.684126857392067,8.740425887472796,6.830584056814537,5.794,8.338,6.754,0.942,0.624,0.526,0.09,0.446,0.182,0.112,0.45,0.204,0.416,0.148,0.106
1764,5.551504444656331,8.677631512999758,6.869482777412971,5.77,8.248,6.554,0.936,0.572,0.508,0.09,0.42,0.186,0.112,0.43,0.192,0.424,0.126,0.106
1765,5.574878090430706,8.825001986413357,7.081739166583894,5.75,8.34,6.584,0.926,0.612,0.542,0.09,0.434,0.19,0.112,0.426,0.174,0.412,0.15,0.11
1766,5.627012006644533,8.752993904678567,6.9176181764125415,5.754,8.352,6.652,0.912,0.62,0.514,0.09,0.422,0.156,0.112,0.454,0.18,0.42,0.154,0.12
1767,5.579806451087003,8.661258636343591,7.100912884521702,5.756,8.28,6.444,0.924,0.602,0.512,0.09,0.43,0.206,0.112,0.432,0.174,0.418,0.144,0.088
1768,5.591405066780313,8.748327803234341,6.840808856115881,5.802,8.376,6.476,0.922,0.606,0.518,0.09,0.432,0.2,0.112,0.432,0.186,0.418,0.17,0.084
1769,5.549402660131276,8.629300529672843,6.701754391812245,5.818,8.232,6.804,0.926,0.612,0.54,0.09,0.408,0.178,0.112,0.436,0.182,0.438,0.15,0.12
1770,5.548792472622567,8.703714688251708,7.103464413093113,5.668,8.358,6.452,0.93,0.642,0.51,0.09,0.436,0.226,0.112,0.43,0.192,0.426,0.146,0.11
1771,5.60991612663463,8.693272678994635,6.93567349510148,5.702,8.276,6.31,0.93,0.636,0.492,0.09,0.434,0.19,0.112,0.44,0.166,0.41,0.142,0.102
1772,5.603711090599899,8.678358481205949,7.089228189244302,5.886,8.354,6.326,0.912,0.63,0.552,0.09,0.438,0.202,0.112,0.444,0.162,0.434,0.18,0.108
1773,5.554944156520104,8.69965451429392,6.64775707172269,5.942,8.358,6.23,0.918,0.57,0.528,0.09,0.42,0.168,0.112,0.422,0.148,0.406,0.162,0.104
1774,5.5686964206087515,8.74899129569204,6.9460010741850615,5.696,8.404,6.396,0.926,0.656,0.574,0.09,0.456,0.19,0.112,0.436,0.162,0.43,0.172,0.136
1775,5.612309333775372,8.797843538922148,6.874644105690801,5.826,8.452,6.546,0.928,0.61,0.49,0.09,0.446,0.18,0.112,0.426,0.174,0.42,0.14,0.108
1776,5.484069455245048,8.680938392855209,6.978768223488543,5.874,8.324,6.458,0.938,0.588,0.534,0.09,0.44,0.188,0.112,0.43,0.182,0.432,0.16,0.118
1777,5.5591104622840515,8.705376423597624,6.926265147316053,5.712,8.374,6.58,0.904,0.62,0.554,0.09,0.444,0.168,0.112,0.402,0.184,0.422,0.158,0.134
1778,5.61382848884132,8.654270406831,7.097810883503171,5.792,8.304,6.392,0.926,0.572,0.528,0.09,0.436,0.21,0.112,0.444,0.156,0.426,0.128,0.11
1779,5.610690797829828,8.714156747211746,7.10833557149523,5.736,8.48,6.378,0.934,0.632,0.502,0.09,0.448,0.166,0.112,0.432,0.164,0.428,0.154,0.112
1780,5.621838949846462,8.710649496544411,6.648069295148032,5.84,8.388,6.406,0.93,0.634,0.542,0.09,0.42,0.16,0.112,0.416,0.178,0.412,0.152,0.09
1781,5.579566976773418,8.76134111026668,6.868178365667688,5.756,8.354,6.442,0.912,0.636,0.516,0.09,0.442,0.17,0.112,0.45,0.166,0.432,0.16,0.1
1782,5.574105109698936,8.719475828349177,7.030447154400099,5.776,8.374,6.718,0.94,0.618,0.538,0.09,0.43,0.19,0.112,0.416,0.206,0.416,0.164,0.112
1783,5.642933078440614,8.796464593357657,6.998027451729012,5.9,8.414,6.434,0.94,0.594,0.512,0.09,0.426,0.198,0.112,0.444,0.17,0.41,0.14,0.104
1784,5.626000469044893,8.764766438964749,6.851816187145485,5.784,8.306,6.334,0.916,0.604,0.516,0.09,0.432,0.186,0.112,0.422,0.15,0.416,0.136,0.102
1785,5.58513871819924,8.654265916618044,7.011864762191539,5.786,8.314,6.388,0.932,0.608,0.52,0.09,0.43,0.192,0.112,0.426,0.172,0.408,0.156,0.162
1786,5.5675282723261965,8.66580120565592,6.877122821256064,5.766,8.32,6.616,0.908,0.632,0.498,0.09,0.434,0.2,0.112,0.416,0.174,0.414,0.162,0.112
1787,5.614764968411018,8.663010334533276,6.856953745987594,5.808,8.294,6.534,0.914,0.618,0.52,0.09,0.454,0.196,0.112,0.424,0.174,0.43,0.16,0.118
1788,5.685453858884181,8.687161481640025,6.996645797838367,5.898,8.24,6.48,0.932,0.592,0.534,0.09,0.446,0.184,0.112,0.434,0.218,0.422,0.136,0.112
1789,5.621345921907615,8.745637480497235,7.10237851770027,5.784,8.334,6.4,0.912,0.636,0.522,0.09,0.452,0.22,0.112,0.426,0.166,0.434,0.166,0.124
1790,5.606295473759378,8.6577540694578,6.882896617990153,5.756,8.312,6.52,0.93,0.644,0.562,0.09,0.444,0.196,0.112,0.418,0.184,0.438,0.146,0.124
1791,5.5508959110564735,8.678104030197069,7.004084462450255,5.808,8.35,6.378,0.926,0.652,0.482,0.09,0.44,0.214,0.112,0.416,0.188,0.428,0.168,0.1
1792,5.662064665199359,8.721272432878473,6.71956420308043,5.868,8.274,6.516,0.914,0.606,0.502,0.09,0.444,0.166,0.112,0.384,0.178,0.42,0.162,0.118
1793,5.5784008349876935,8.833710478428948,6.924597802754838,5.786,8.434,6.486,0.91,0.662,0.492,0.09,0.46,0.184,0.112,0.45,0.192,0.422,0.172,0.106
1794,5.56709531754593,8.6685850321859,7.187400258320023,5.788,8.386,6.656,0.932,0.614,0.524,0.09,0.448,0.212,0.112,0.428,0.216,0.416,0.152,0.122
1795,5.608505236193506,8.770988250553453,6.971246486197326,5.786,8.41,6.576,0.926,0.634,0.528,0.09,0.446,0.208,0.112,0.436,0.174,0.422,0.112,0.122
1796,5.553934574885442,8.76989649920898,6.822315284550992,5.818,8.426,6.614,0.906,0.618,0.534,0.09,0.452,0.184,0.112,0.416,0.166,0.418,0.162,0.132
1797,5.6286954133142615,8.85583744164062,6.981362392366951,5.79,8.358,6.426,0.934,0.614,0.554,0.09,0.466,0.18,0.112,0.436,0.182,0.42,0.128,0.088
1798,5.617122355726739,8.738274241728961,6.926235021852792,5.694,8.372,6.554,0.946,0.592,0.51,0.09,0.434,0.162,0.112,0.438,0.17,0.418,0.142,0.112
1799,5.645542887498328,8.749618236400481,6.829545002876943,5.808,8.384,6.32,0.9,0.616,0.498,0.09,0.462,0.19,0.112,0.428,0.188,0.418,0.154,0.088
1800,5.568086659132038,8.780739125687141,6.961971545457656,5.822,8.398,6.184,0.922,0.582,0.474,0.09,0.446,0.192,0.112,0.44,0.162,0.43,0.126,0.098
1801,5.519400423709477,8.827473700792396,7.106688732725105,5.832,8.364,6.512,0.922,0.63,0.514,0.09,0.454,0.206,0.112,0.428,0.18,0.43,0.18,0.108
1802,5.631674583994212,8.736689314308189,6.9529822354857505,5.858,8.384,6.44,0.926,0.616,0.542,0.09,0.46,0.202,0.112,0.44,0.208,0.412,0.148,0.096
1803,5.5898131770326875,8.705286736850196,7.000726178333074,5.794,8.364,6.306,0.93,0.63,0.514,0.09,0.466,0.192,0.112,0.418,0.16,0.41,0.142,0.106
1804,5.58128538911926,8.7716487978091,6.86773701047363,5.766,8.36,6.474,0.918,0.58,0.518,0.09,0.454,0.186,0.112,0.412,0.186,0.422,0.14,0.112
1805,5.609995550740801,8.750363419037946,6.964992558040687,5.666,8.324,6.54,0.898,0.608,0.534,0.09,0.44,0.184,0.112,0.436,0.17,0.42,0.188,0.128
1806,5.56842150075915,8.787577123135643,6.931460480262523,5.758,8.382,6.444,0.916,0.608,0.51,0.09,0.45,0.172,0.112,0.432,0.206,0.43,0.156,0.094
1807,5.580267643769122,8.809803847640591,7.069217974194037,5.698,8.37,6.482,0.888,0.644,0.494,0.09,0.464,0.198,0.112,0.464,0.18,0.42,0.14,0.086
1808,5.660473003624567,8.818419878314257,6.938394425533754,5.778,8.456,6.446,0.92,0.572,0.516,0.09,0.446,0.18,0.112,0.44,0.188,0.432,0.134,0.112
1809,5.610852238110008,8.76139222811559,6.776177718538954,5.62,8.268,6.506,0.92,0.622,0.536,0.09,0.444,0.178,0.112,0.402,0.156,0.412,0.166,0.112
1810,5.644097276692705,8.729767513814648,6.907366124190522,5.81,8.23,6.508,0.91,0.604,0.532,0.09,0.454,0.212,0.112,0.412,0.166,0.424,0.164,0.12
1811,5.6188345717478185,8.682797885630913,7.047296412082184,5.758,8.384,6.582,0.946,0.618,0.52,0.09,0.442,0.218,0.112,0.422,0.2,0.416,0.156,0.126
1812,5.543225043460437,8.74006689285334,6.83715910650422,5.766,8.332,6.368,0.926,0.58,0.5,0.09,0.46,0.186,0.112,0.436,0.172,0.426,0.132,0.09
1813,5.618810466794527,8.736119697709286,6.89710536756938,5.856,8.424,6.496,0.934,0.6,0.522,0.09,0.448,0.2,0.112,0.442,0.182,0.424,0.148,0.12
1814,5.6158802396881695,8.78737145718118,7.106381810021292,5.772,8.312,6.59,0.92,0.634,0.536,0.09,0.466,0.232,0.112,0.408,0.208,0.414,0.162,0.114
1815,5.552393072618904,8.78603113124421,6.987552134012868,5.904,8.32,6.406,0.946,0.608,0.562,0.09,0.456,0.2,0.112,0.414,0.156,0.434,0.142,0.14
1816,5.571985124605635,8.887773109745204,6.9093925368788875,5.876,8.408,6.384,0.924,0.618,0.54,0.09,0.462,0.174,0.112,0.416,0.174,0.418,0.126,0.106
1817,5.628998200740369,8.745848931045138,7.04813393026371,5.784,8.338,6.43,0.916,0.57,0.564,0.09,0.464,0.2,0.112,0.422,0.152,0.43,0.176,0.116
1818,5.64969799804856,8.769281193158813,7.0073693633423355,5.776,8.504,6.472,0.91,0.61,0.548,0.09,0.452,0.182,0.112,0.422,0.184,0.398,0.166,0.138
1819,5.547713508647434,8.69170960275019,6.991422544597427,5.784,8.47,6.588,0.948,0.64,0.524,0.09,0.444,0.204,0.112,0.438,0.168,0.426,0.136,0.132
1820,5.566149253377392,8.809022652615083,6.98152271147258,5.868,8.472,6.292,0.914,0.61,0.532,0.09,0.462,0.194,0.112,0.44,0.166,0.428,0.15,0.112
1821,5.461835966206791,8.633661975539077,6.798499110616779,5.72,8.316,6.298,0.922,0.61,0.534,0.09,0.45,0.198,0.112,0.412,0.194,0.424,0.148,0.092
1822,5.660902415652919,8.76468094756701,6.973937252831391,5.734,8.3,6.47,0.942,0.594,0.532,0.09,0.45,0.178,0.112,0.428,0.206,0.41,0.148,0.102
1823,5.5604759401643,8.842173799636258,7.157785705138706,5.752,8.406,6.366,0.92,0.618,0.504,0.09,0.464,0.212,0.112,0.432,0.19,0.418,0.15,0.102
1824,5.52716769566428,8.69465451358641,7.177032092480198,5.934,8.348,6.49,0.944,0.568,0.528,0.09,0.45,0.206,0.112,0.426,0.174,0.43,0.112,0.118
1825,5.604893226739874,8.729647051377665,6.937153433012776,5.93,8.41,6.672,0.938,0.604,0.508,0.09,0.448,0.194,0.112,0.438,0.206,0.412,0.17,0.092
1826,5.494139227010511,8.831774023364018,7.082450720386497,5.694,8.47,6.484,0.918,0.596,0.554,0.09,0.464,0.212,0.112,0.444,0.17,0.424,0.146,0.12
1827,5.600239239530834,8.83804538210958,7.102543524706248,5.716,8.344,6.584,0.902,0.606,0.526,0.09,0.438,0.194,0.112,0.406,0.184,0.422,0.152,0.114
1828,5.595813186944665,8.761558791999386,7.084036492252009,5.872,8.302,6.48,0.918,0.642,0.498,0.09,0.458,0.19,0.112,0.418,0.21,0.422,0.156,0.112
1829,5.58075923346277,8.803882167212695,6.872159038195373,5.72,8.306,6.308,0.914,0.664,0.504,0.09,0.442,0.186,0.112,0.438,0.164,0.412,0.16,0.09
1830,5.662229605807775,8.731878155218961,7.015726672314482,5.838,8.328,6.636,0.936,0.606,0.456,0.09,0.442,0.18,0.112,0.432,0.198,0.428,0.158,0.124
1831,5.577039501550034,8.782997486611311,6.914304602775186,5.756,8.41,6.632,0.918,0.594,0.522,0.09,0.428,0.172,0.112,0.43,0.162,0.406,0.162,0.124
1832,5.5982482936322295,8.686395116245624,7.0167798321279315,5.878,8.366,6.534,0.916,0.58,0.55,0.09,0.456,0.194,0.112,0.44,0.194,0.416,0.144,0.11
